Text,Label
she said you you were late,0
okay see you around,0
so what do you you all all think,0
open the window for me,1
like good morning everyone,0
my my phone um phone battery is dying,0
what can you do,1
see see you next time time,0
this reminds me of something funny,0
are you like listening,1
help help me with with the the directions directions directions,1
thank thank you all for being here,0
we should leave soon,0
take a note please,1
help me with with the directions,1
that's what what she said said,0
um take a a note please please,1
stop stop the music,1
robot show me the way,1
i was telling telling you about about the plan,0
stop the music,1
call call me uh when you reach,0
it’s been a long day,0
so what do you all think think think,0
this this reminds me of something funny,0
see you next time time,0
tell me a joke joke,1
what are you you doing this weekend,0
robot stop,1
set an alarm for 7 am,1
thanks everyone for coming,0
thanks everyone for for coming,0
thank you all for for being here here,0
can you you explain that again again,1
robot show me the way,1
thank thank you all all for being here,0
hey assistant play some music,1
are uh you listening,1
like did like you hear that,0
could could you lower the volume volume,1
i’ll talk to to you tomorrow tomorrow,0
i was was telling you about the like plan,0
thank you you all for being here,0
hey assistant play some music,1
it’s been a long day day,0
i really love this weather,0
see you next next time,0
see see you next time,0
i i need your help help here,1
thanks everyone for coming,0
robot robot show me me the way,1
okay see um see you around,0
start the fan fan now,1
switch off off the lights lights in in the kitchen kitchen kitchen,1
i’ll talk to you tomorrow,0
robot robot stop,1
can you help me with with this,1
i am going going to the store now,0
help me me me with the the directions directions,1
could could you please repeat that,1
what can you do,1
remind me to call mom,1
set an alarm alarm for 7 am,1
okay see you around,0
can you take a picture picture,1
okay see you around,0
i’ll talk to you you tomorrow uh tomorrow,0
could you please repeat that,1
can you help me with with this,1
uh what can you do,1
i i need your help here,1
thank you you all for being here,0
okay see you around around,0
good morning everyone,0
that's what like she said,0
i’ll i’ll talk to you you tomorrow,0
tell me a joke,1
good morning everyone everyone,0
are you you listening,1
translate translate this to to spanish,1
my phone phone battery is dying,0
set an alarm for for 7 7 am,1
that's that's what what she said,0
we we should leave soon,0
thanks everyone for for for coming,0
help me with the like directions,1
robot stop,1
thanks everyone for coming,0
let’s let’s get lunch together,0
i am going to the store now now,0
thanks everyone everyone everyone for for coming coming,0
okay see you around,0
you know know it was raining raining yesterday,0
turn on the the ac,1
set an alarm alarm for 7 am,1
let’s let’s get lunch together together,0
switch off the lights in in the kitchen,1
what can you you do,1
open the window for me,1
so what do you all think,0
let’s get lunch together,0
take a a note note please,1
remind me me like me to call call mom,1
i am going to to the um store now now,0
see see you next time time,0
help help me with the directions,1
what are you you doing this weekend,0
you know know it was raining yesterday,0
i’ll talk to you tomorrow,0
let’s get lunch lunch together together,0
i uh need your uh your help here,1
hey assistant play uh some music,1
help me with the the directions,1
so what do you all all think,0
i really love love this weather,0
i am going to to the store like now,0
what are you doing this this um weekend,0
i really love this uh this weather,0
i i was telling telling you about about the plan,0
we should should leave leave soon soon,0
i was was telling you you about the plan,0
i’ll talk talk to you tomorrow,0
what can like you uh do,1
we should leave soon,0
help me with the directions,1
can you help help me with with this,1
we should should leave soon,0
turn on the ac,1
this reminds me me of something something funny,0
i um i am going to the store now,0
switch off the lights in the kitchen,1
okay like see you around,0
this this reminds me of um something funny,0
robot show me the the the way,1
tell me a joke,1
are you listening listening,1
okay see you around,0
we should leave soon,0
could could you lower the volume,1
i really love this weather,0
like are you you you listening,1
can you you explain that again,1
what can like you do,1
switch off the the lights in the kitchen,1
what can you do do,1
do you you um want to join join us later,0
robot show me me the the way,1
i was telling you about the the plan,0
set uh an alarm for 7 7 am,1
she said you you were late,0
let’s get lunch together,0
robot stop,1
robot robot stop,1
can you help me with with with like this,1
call me me me when you reach,0
tell me a joke,1
i need your help help here here,1
tell me a a um joke,1
tell me a joke,1
my phone battery is dying dying,0
can um you help me with um this,1
open the window for for me,1
robot stop stop,1
so so what do you all think,0
could you please repeat that,1
okay see see you around,0
we um should leave soon soon,0
take a a note please,1
this reminds me me of of something funny,0
i am uh going to the store now,0
i need your your help here,1
tell me a a joke,1
you know it was raining yesterday,0
see see you next time,0
help me with the directions,1
it’s great talking like talking to you,0
what what can you do,1
help help me with the directions,1
uh robot show me the way,1
hey assistant play some music,1
hey hey robot robot what is the the time,1
turn on the like ac,1
hey robot what is the time,1
open the the window for me me,1
help me with the directions,1
translate this this to spanish,1
i i um am uh going to the store now,0
translate translate this to to spanish,1
help me with the directions,1
it’s great talking to to um you,0
that's that's um what she she said said,0
hey assistant play some music,1
can you take a picture,1
can you you help me with with this,1
my phone battery battery is dying,0
hey assistant play play like some music,1
are you listening,1
remind remind me to to call mom,1
stop the music music,1
it’s uh great talking to you,0
thank uh you all for for being here,0
thank you all all for for being here,0
hey assistant play play some some music music,1
it’s great talking to to you,0
switch off like the lights uh in the kitchen kitchen,1
so what do you all think think,0
robot stop stop,1
it’s been been a a long day,0
what are are you doing this weekend weekend,0
hey robot what is the time time,1
um hey robot what is the time time,1
i need your help here,1
um this reminds me of something something funny,0
robot stop,1
i really love love this weather,0
switch off off the lights in the kitchen,1
do you want to join join us later,0
robot robot stop,1
did you you hear hear that that,0
you you you know it was raining um raining yesterday yesterday,0
set an alarm for 7 am,1
are you you listening,1
can can you explain that again,1
i’ll talk to you tomorrow,0
hey robot robot what is the time,1
remind me to call mom,1
do you want to to join us later later,0
did you hear that,0
robot stop,1
um translate this this to spanish,1
start the fan now,1
so so like what do you all all think think,0
start the fan now now,1
turn on uh on the the lights lights,1
let’s get lunch together,0
i’ll talk to you tomorrow,0
remind me like to call mom,1
open the window window for me,1
do you you uh want to join us later,0
we we we should leave soon,0
switch off off the lights in the kitchen,1
open open the window for for me,1
what what are you doing this weekend,0
did you hear that,0
i was telling you about the plan,0
stop the music,1
she said said you were late,0
we um we should leave soon,0
so what do do you all think,0
tell tell me a a joke,1
start the fan now,1
could you lower the volume,1
good morning everyone everyone,0
switch off the the like lights in the the kitchen,1
remind me to call mom,1
thanks everyone for coming,0
stop the music,1
i’ll i’ll talk to you tomorrow,0
translate this this this to to spanish,1
remind me to call call mom,1
okay okay see you you around,0
help me with the uh directions,1
stop the like music,1
are you listening,1
do you you want want to to join us later,0
thanks everyone for coming,0
robot show show me um the way,1
i was was telling you about the uh plan,0
hey assistant play some music,1
that's what she said,0
i i was was telling you about the the plan,0
turn on the lights,1
call me me when you you reach reach,0
call me when you reach,0
call me when when you reach reach,0
i am like going to to the the store now,0
it’s um been a a long day,0
did you you hear hear that that,0
could could you lower the volume volume,1
thank you all all all for being uh here,0
good morning everyone everyone,0
robot show me um the way,1
good morning morning everyone,0
this reminds me of something funny,0
robot stop,1
are you listening listening,1
translate this to to spanish,1
translate translate this this uh to spanish,1
good morning everyone everyone,0
my my phone battery is dying,0
you you know it it was was raining yesterday yesterday,0
i really really love this weather,0
it’s it’s great talking to you,0
like turn on the ac ac,1
can you take a a picture,1
open the window window for for me,1
my phone battery is dying,0
can can uh can you help me me with this,1
i am going to uh the store now,0
my phone battery uh battery is dying,0
this reminds me of of something something funny funny,0
that's what she she said,0
robot show show me the way way,1
see you next time time,0
can you take a picture picture,1
she said said you like were late,0
tell me a uh joke,1
hey assistant play some music,1
i was telling you about the plan,0
she she said you were late,0
call me when you you reach,0
remind me to call mom,1
hey robot what is uh the time,1
this reminds me me of of something something funny funny,0
what can you you do,1
uh turn on the ac,1
okay see see you around,0
hey robot what is the the time,1
this reminds me me of something funny,0
set an alarm for 7 am,1
thanks everyone for coming,0
could you please repeat that,1
set an alarm for 7 7 am,1
see you next time,0
robot show me the way,1
robot show me me the way,1
robot show uh me the way,1
start the fan fan now,1
good morning morning um everyone,0
tell me a joke joke,1
hey hey robot what is uh the time,1
are you you listening,1
stop the music,1
like thanks everyone for coming,0
are you listening,1
translate this to spanish spanish,1
good morning everyone,0
i really love this weather,0
can you you take a picture,1
what are you doing this this weekend,0
switch switch off the lights in in the kitchen,1
robot robot show me me the way,1
thank you all all for being um here,0
i was telling you about the plan,0
can you take a picture,1
did you hear that,0
um remind me to call mom,1
set an an alarm for 7 am,1
open the window for for me,1
open the window for me,1
let’s um get lunch together,0
open the window for for me me,1
uh start the fan fan now,1
it’s been a long long day,0
what are you doing this weekend,0
are you listening,1
you you you know know it was raining raining yesterday,0
hey robot what uh is the time,1
tell me a joke,1
tell me uh me like a joke,1
i’ll talk talk to you you tomorrow,0
can you take a picture,1
good morning everyone,0
thank you you all for being here,0
she said said said you you were late,0
let’s let’s get get lunch lunch together,0
hey robot what is is the the time,1
that's that's what she said,0
could you please repeat that,1
so what do you all think,0
thank you all for being here,0
turn on on the lights,1
robot show me the the way way,1
take a note please,1
it’s been a long day day,0
translate this to spanish,1
could could you please repeat that,1
do you you you want to join us us later,0
translate this uh to spanish,1
can you take a picture,1
remind remind me to call mom uh mom,1
i i like am like going uh to the store now,0
what are are you doing this weekend,0
hey hey robot what is the time,1
help me like with the the directions,1
switch switch off the lights in the kitchen,1
help me me with the directions,1
uh it’s been a long day,0
so what what do you all think,0
could you please repeat that that,1
i’ll talk like to you tomorrow tomorrow,0
thank you you all for being being here,0
see you you next time,0
i’ll talk to you tomorrow tomorrow,0
did uh did you hear hear that,0
switch off the lights in the kitchen,1
did you hear that,0
thank you you all um all for being being here,0
robot show me the like way,1
my phone battery is is dying,0
thanks everyone for for coming coming,0
it’s been been a a long day day,0
hey assistant play some music music,1
hey robot what is is the the time,1
turn on the the ac,1
you know it was raining raining yesterday,0
tell tell like me a joke,1
set an alarm for 7 am,1
hey assistant play some music,1
start the the fan now,1
good morning everyone everyone,0
start the fan now,1
i need need your help here,1
set an alarm for for 7 am am,1
open the window window for me,1
so what what do you um all think,0
could you you um please repeat repeat that,1
it’s been a long day day,0
set set an alarm for for 7 am,1
good morning everyone,0
robot show me like the way,1
this reminds me me of of of something funny,0
robot stop stop,1
that's what she she said,0
she said you were like were late,0
she she said you were late,0
robot robot show um show me the way,1
i am going to the store now,0
take a note note please,1
open the window window for me,1
robot robot stop,1
tell me me a joke,1
so what do you all um all think,0
i i need your your help here,1
i really really love this weather,0
we should leave leave soon,0
this this reminds me me of something funny,0
it’s been a long day,0
are are you listening,1
stop the music,1
start the fan fan now,1
did you hear that,0
call me when when you you reach reach,0
tell me a uh joke,1
this reminds reminds me me of something funny,0
hey assistant play some some music uh music,1
she said you were were late,0
okay okay see you you around,0
what what can you you do,1
stop the music music,1
open open the window for me,1
i need your your help here,1
what can you do,1
start the fan now,1
translate this this to spanish,1
could you you you lower lower the volume,1
hey robot what what is the time,1
i am going to to um the store now,0
see you next time,0
call me me when you reach,0
can you help me with this,1
i i was telling you about the plan plan,0
my phone battery is dying,0
can you take take a picture,1
my phone battery is is dying,0
that's that's what she said,0
can you explain that again,1
can you explain that that again,1
see see you next next next time,0
i’ll like talk to you tomorrow,0
it’s it’s been been a a long day,0
see you next time,0
call me me when you you reach,0
this reminds me me of something funny,0
what can can you do,1
start the fan fan now,1
turn on on the the ac,1
let’s get get get lunch together,0
hey assistant play some music,1
open the window for me,1
do do you want to join us later,0
she said like you um were late,0
i uh was telling you about the plan plan,0
so what like do you all think,0
so what do you all think,0
i i uh was telling you about the plan plan,0
could you lower the volume,1
let’s get lunch together,0
good morning everyone,0
hey assistant assistant play some music music,1
let’s get lunch together,0
this this um reminds me of something funny funny,0
turn on the ac,1
what can you do,1
you know it was was raining yesterday,0
we should should leave soon,0
start the the fan now,1
set an alarm for 7 7 am,1
could you you please repeat repeat that,1
can can you explain that again again,1
that's what she said,0
tell me a joke,1
thank thank you all all for being like here,0
could you lower the the volume,1
could you lower the volume volume,1
see uh you next time time,0
like what are you doing this weekend,0
this reminds me of of something funny,0
she she like said you were late,0
i’ll talk talk talk to you tomorrow,0
i i was was telling telling you about the plan,0
do you you um want to join us later later,0
turn turn on the ac ac,1
do you want to join us us later,0
let’s get get lunch together,0
turn on on the the ac,1
do you want to to join us later,0
are you listening,1
set an alarm for 7 am am,1
turn on on the ac,1
call me when you reach,0
what are you doing doing this weekend,0
take take take a note note note please,1
see you next time,0
what are you you doing this weekend,0
what are you you doing this weekend,0
what what are you doing this weekend weekend,0
let’s uh get lunch together,0
i am going to the the store now,0
stop stop the music,1
open open the the window for me,1
see you next next time time,0
take a note please,1
hey robot what what is the the the time,1
thanks everyone for for coming,0
call me when you reach,0
translate translate translate this to to spanish,1
set an an alarm alarm for 7 am am,1
what are you doing this weekend,0
she said said you were late,0
remind me to call call mom mom,1
stop stop the music music,1
turn on on the lights,1
set an alarm for 7 am,1
did did you hear hear that,0
i i was telling you you about the plan,0
do you want want to join us later,0
thank you all for for being here,0
it’s it’s been a long day,0
this this reminds me of something funny funny,0
take a note please,1
open the window for me,1
robot robot stop,1
did you you hear that,0
thank you all for being being uh here,0
robot stop,1
i need your help help here,1
did you hear hear that,0
set set an alarm alarm for 7 um am,1
i’ll talk to you tomorrow,0
what are you doing this this weekend,0
i i need your help here,1
do do you you um want to join us us later later,0
you know it was raining yesterday,0
call call me when you reach,0
i need your your help here here,1
translate this this to spanish,1
translate this to spanish,1
can you you help me with this,1
i was telling you about about the plan,0
robot stop,1
tell me a joke,1
she said you were late,0
she said you were late,0
this reminds reminds me of something funny,0
take a note please please,1
robot show me the way,1
set an alarm for for 7 am,1
good morning everyone,0
turn on on the ac,1
see you next time,0
that's what what she she said,0
turn on the the lights lights,1
like can you you take a picture,1
could you um please repeat that that,1
thanks everyone for for coming,0
could you please repeat repeat that,1
see you you next time time,0
i was was telling you about about the plan,0
remind remind remind me to call um mom,1
set an an alarm for 7 am,1
i am going going to to the store now now,0
okay see you around,0
can can you take take a picture,1
turn on the the ac,1
hey hey robot what is the the time,1
take a note note uh note please,1
open the window for me,1
did you hear that,0
robot stop,1
i really love this weather,0
could you please please repeat that,1
help me with with the directions,1
can you help me with with this this,1
i was was telling telling you you about the plan,0
are you listening,1
open the window for me,1
uh translate this to spanish,1
okay see you around,0
call me when when you reach,0
i really love this this weather weather,0
hey hey assistant assistant play play some music music,1
hey robot robot what what is the the time,1
take a note please,1
thanks everyone for um coming,0
could you you lower the volume,1
can you help me with this,1
turn on on the ac,1
help me with with the directions,1
help me like with the directions directions,1
see you next time,0
did you you hear that,0
tell me like me a joke,1
uh my phone battery is dying,0
help me with the directions,1
like this reminds me of something funny,0
call me when you reach,0
turn turn on on the ac,1
you know like know it was raining yesterday,0
what what can you you do,1
so what do you all think,0
my phone battery is dying,0
switch off the the lights in the kitchen,1
it’s great talking um talking to you,0
stop stop the music,1
can can you you explain that uh again,1
it’s it’s been a long day,0
remind remind me me to call mom,1
translate this this to spanish,1
remind me to to call mom,1
good morning everyone,0
see you next time,0
turn on the ac,1
open the window for for me,1
i need need your help here,1
it’s great talking to you,0
i was was telling you about the plan plan,0
call me when you reach,0
call me when you you reach reach,0
um hey assistant like play some music,1
translate this to spanish spanish,1
call me when you you reach,0
i’ll talk to you tomorrow tomorrow,0
i need need your help here,1
help help me with the directions directions,1
so what do you you all um think,0
translate this to spanish,1
open open the window for me me,1
hey assistant play some music,1
you know it was raining yesterday,0
start the fan now now,1
i’ll talk to you tomorrow,0
are you listening,1
can you you explain explain that again,1
can you help me like with this this,1
could you lower lower lower the volume volume,1
can you explain explain that again,1
help me with the directions,1
turn on the lights,1
can you you explain explain like that again,1
can you take a picture,1
call um call me uh when you reach,0
she said said you um were late,0
it’s it’s uh it’s um been a long day,0
i need your like help here here,1
i’ll talk to you you tomorrow,0
my phone battery battery uh is dying,0
set set uh an alarm um alarm for 7 am,1
take a note please,1
what can you do,1
remind me to call mom mom,1
help me with the directions,1
take a a note note please,1
that's that's what she said,0
are you listening,1
turn on the ac,1
thank thank you all for being here,0
she said um you were late,0
can you take a picture,1
i i need need your help here,1
i’ll talk to you you tomorrow,0
like let’s get lunch together together,0
good morning everyone,0
we should leave leave soon,0
remind me to call mom,1
translate translate this this to spanish,1
help me me with uh the directions,1
good morning everyone everyone,0
did did um you hear that that,0
could you please repeat that,1
can you you take a picture,1
i am going going to the store now now,0
see see you like next time,0
we should leave soon,0
can you help me me with this,1
good morning everyone everyone,0
remind me me to call call mom,1
so like so what do like you all all think,0
call me when you you reach,0
can you help uh me with this,1
hey assistant assistant play some music,1
like i was telling telling you uh about the plan,0
could could you lower the volume volume,1
i really love love this weather,0
so what do you all think,0
we we should leave soon,0
um that's what what she she said,0
call me when you reach,0
robot stop stop stop,1
stop the music,1
can you you take uh a picture picture,1
robot show show me the way,1
my phone battery is um dying,0
do you want to join us later,0
hey hey assistant play some music,1
thank you all for like being here,0
thanks everyone for coming,0
set set an an alarm for 7 am,1
i was telling you about about the plan plan,0
i need your help here here,1
do do you want want to join us us later later,0
set an alarm for 7 am,1
um remind me me to call uh mom,1
i like need your your help here,1
robot robot show me the way,1
turn on on the ac ac,1
let’s get lunch together,0
turn turn on the ac,1
robot robot stop,1
tell me a a joke,1
robot show me the way way,1
could you lower the the volume,1
could you lower the volume,1
it’s great talking like to you you,0
translate translate this to spanish spanish,1
remind me um to call mom,1
can can you explain that again again,1
thank thank you all all for being here,0
um could um you please repeat that that,1
i need need your help here,1
hey assistant play play some some music,1
good morning everyone,0
i need your your help help here,1
remind me to call mom,1
thank you all for being here,0
my phone battery battery is dying,0
let’s let’s get lunch together,0
call me when you reach,0
help me me with um with the directions,1
can you take a like picture,1
i i need need your help help here,1
translate this to um spanish,1
open the window window for me,1
can you take a picture,1
set an like alarm for 7 am,1
remind me to to call mom,1
i need your help here,1
this reminds me of something funny,0
um could you lower lower the the volume,1
she said you were late,0
it’s great talking to you,0
it’s it’s been been a long day,0
this reminds um me of something funny,0
robot stop,1
my phone battery battery is dying,0
this reminds me of something funny funny,0
i really really love love this weather,0
so what do you all think,0
i’ll talk to you you like tomorrow,0
can can you take a picture,1
take a a note please,1
are are you listening,1
can you take like take a picture,1
switch switch off off the lights in the kitchen kitchen,1
my my phone battery is dying,0
like did you you hear that,0
what are you doing this weekend,0
hey assistant assistant play play some music,1
stop the music,1
this this reminds me me of something funny,0
could you lower the volume,1
i um need your help help here,1
she said you were were late,0
robot stop,1
we should leave soon soon,0
see you next time,0
what can you um do,1
do you want to join join us later later,0
this reminds me of something funny,0
thank you uh all for being here,0
good uh morning everyone,0
call call me when you reach,0
you know it was raining yesterday,0
thank thank you you all all for for being here,0
what what can you do,1
did did you hear that,0
set an alarm for 7 am,1
i was telling telling you you you about um the plan plan,0
hey robot what is the time,1
good morning everyone,0
i’ll talk to you tomorrow tomorrow,0
this reminds me of something funny funny,0
turn on the the ac,1
could you you please repeat repeat that,1
good good morning everyone everyone,0
tell me a joke um joke,1
turn on the lights lights,1
what are you doing this weekend weekend,0
could you you lower the volume,1
thank you all for being um here,0
this reminds reminds me of something funny,0
that's what she she said said,0
see you next time,0
you you know it was raining raining yesterday,0
call call me when you reach,0
could you lower the the volume,1
it’s been a a a long long day um day,0
what are you doing this weekend,0
can can you take take a picture,1
my phone battery is dying,0
she said you you were late,0
can you take a picture picture,1
it’s it’s been a long long day,0
can you take a picture,1
what what are you doing this weekend,0
this reminds me of something funny funny,0
stop the the music,1
tell tell me a joke,1
okay see see you around,0
tell tell me a joke,1
can you explain explain that again,1
see you next time time,0
open the window for for me,1
thanks everyone for for coming,0
thank you all all for being here,0
she said you were um late,0
help me me with the directions,1
could could you you lower the volume,1
good good morning morning everyone,0
let’s get lunch lunch together,0
we should leave soon,0
she said you were late,0
it’s like been a long day,0
i’ll talk talk to you like tomorrow,0
remind me to call mom,1
can you explain that again,1
can you help me um me with this,1
translate this to to to spanish,1
i um was telling you about the plan,0
thanks everyone for coming,0
translate this to spanish,1
we should leave soon soon,0
can you help help me with um this,1
okay see you around,0
translate uh this to spanish spanish,1
robot robot robot like show me me the way,1
robot robot stop,1
i’ll talk to you tomorrow,0
are you you listening,1
i need your your help here,1
tell me me a joke,1
good um morning everyone,0
set an alarm for for 7 am,1
my my phone battery is dying dying,0
this this reminds reminds me me of something funny,0
um that's what she uh said,0
we should leave soon,0
let’s let’s get lunch lunch together,0
let’s get get lunch lunch together,0
let’s get lunch together,0
can like you like help me um with this this,1
set an alarm for 7 am,1
i need need your your help here here,1
are are you you listening,1
stop stop the music,1
this reminds me of something funny,0
hey uh hey robot robot what is the time,1
she said like you were were late,0
turn on on the the lights,1
that's that's that's what she said,0
can you take a picture,1
we should leave soon soon,0
i i need your help here,1
stop the music,1
could you you lower lower the the volume,1
remind me to call mom,1
that's what she um said,0
it’s been been a long day day,0
did did you you hear that,0
stop the music music,1
we should leave soon,0
start the the um fan now,1
do do you want to join us later,0
see you next time,0
uh she said you you were late uh late,0
remind me to call mom,1
she said you were late late,0
what are you doing doing this weekend,0
i really love this this weather,0
i need like your help here here,1
translate translate this to spanish,1
can you help help me me with this,1
thank thank you all all for being here here,0
she said you were late,0
start the fan now,1
i need um your help here,1
it’s like great talking to you,0
set set an alarm for 7 7 am am,1
see you you next time,0
okay see you around around,0
let’s let’s get lunch together,0
um that's what she said said,0
switch off the lights in the kitchen,1
what are you doing this weekend,0
do do you you want to to join us later,0
see you you next time,0
turn on the lights,1
uh tell me me a a joke,1
switch off the lights lights in the kitchen,1
she said said you uh were late late,0
good morning everyone,0
can you help me with with this,1
do you you want to join us later,0
turn on on the lights,1
tell me a a joke,1
robot show me like the way,1
my my phone battery is um is dying dying,0
tell me a joke joke,1
we we should leave leave soon,0
can you explain that again again,1
it’s it’s been a long long day day,0
turn on the ac,1
i i was telling you about the um plan,0
that's what she said,0
this reminds reminds me of something something funny,0
tell me a joke joke,1
hey assistant play um some music music,1
switch off um the lights in the kitchen kitchen kitchen,1
okay okay see you like you around,0
help me with the directions,1
are are you listening,1
i was telling you about the plan plan,0
can you explain that again,1
see you next time,0
it’s great great talking to you,0
switch off the lights in in the kitchen kitchen,1
take a note please please,1
open the window for me me,1
so so what do you all think,0
stop the music,1
do you want like to join us later,0
you like know it was um raining yesterday,0
open open the window for me,1
hey robot what is is uh the time,1
thank thank you all all for for being uh here,0
my my phone battery is dying,0
let’s get lunch together,0
we should leave soon,0
my phone phone battery is dying,0
thank you all for being here here,0
turn uh turn on the ac,1
okay okay see you around,0
let’s get lunch together,0
i need your help uh here,1
good morning everyone everyone,0
can can like you explain that again,1
thanks everyone for coming,0
that's what what she she said said,0
robot robot show me the way way,1
you know it was raining yesterday,0
that's what she said,0
i’ll talk to to you tomorrow,0
that's like what she said,0
did like did you hear that,0
so what do you uh you all think,0
so what do you all think,0
good morning morning morning everyone,0
call me uh when um you reach,0
see see you um you next time,0
do you want to join us later,0
hey robot what is the time,1
see see you next time,0
can can you take take a picture,1
that's what she said,0
good morning everyone,0
you know know it was raining yesterday,0
see see like you next time,0
i was telling telling you about the plan,0
stop stop the music,1
are you listening,1
we should leave leave soon soon,0
switch off the lights in the the kitchen kitchen,1
did you hear that,0
this reminds me of something funny funny,0
what what can you do,1
do you want to join us us later,0
we should leave soon soon,0
thanks everyone for coming coming,0
i’ll talk to like you tomorrow,0
thanks everyone for coming,0
what are you um doing this like weekend,0
okay see you around around,0
we we should leave soon,0
could could you like lower the volume,1
can you you take um a picture,1
what are are you doing like this weekend,0
see uh you next time time,0
hey uh assistant uh play some music um music,1
um see like you next time,0
we we should leave soon,0
do you you want to to join us later,0
translate this to spanish spanish,1
remind me to to call mom mom,1
turn on the lights lights uh lights,1
turn on the lights,1
switch off off the lights lights in the kitchen,1
could you please repeat that,1
could could you lower the volume,1
she said said you were late,0
my phone battery battery is dying,0
set an alarm alarm alarm for 7 am,1
uh call me when you reach,0
stop the music,1
translate this to spanish,1
what can you do,1
it’s been a long day,0
my my phone battery is dying,0
can you you take a picture,1
we should leave soon soon,0
did did you hear that,0
good morning everyone,0
let’s get like lunch together together,0
she she said um you were late late,0
can you explain explain that again,1
this this reminds me of of something funny funny,0
let’s get lunch lunch together together,0
set an an alarm for 7 am,1
turn on the lights,1
thank you all for being here,0
um i am going to to the store now now,0
i am going to to the store now,0
she said you uh were late um late,0
could uh you lower the volume,1
do you want to join us later,0
it’s great talking talking to you,0
she said said you were late,0
what what can can you you do,1
do do you want to join join us later,0
turn on the ac ac,1
can you help uh me with this,1
thanks thanks everyone for coming coming,0
are you listening listening,1
translate this to spanish spanish,1
are you listening,1
take take a like note please please,1
set an uh alarm for for 7 am like am,1
robot like robot show show me the the way,1
i am am going going to the store store now now,0
good morning everyone,0
thank you all for being being here,0
did you hear hear that,0
could you lower the volume volume,1
i i am going to the the the store now,0
i am going to um the store uh now,0
you know uh it was raining yesterday,0
hey assistant play some music,1
i need your help here,1
good morning everyone everyone,0
hey robot what is the the time time,1
i really love this weather,0
hey robot what is is the time,1
it’s it’s been a long day,0
i really love this weather weather,0
open the window for for me,1
could you lower lower lower the volume,1
remind remind remind me to to call mom,1
see see you next time,0
can you explain that that again,1
so so what do you all think,0
you know it it was raining yesterday yesterday,0
what are are you you doing this weekend,0
call me when you reach reach,0
can can you help me me with this this,1
translate this to spanish,1
this reminds reminds me of something funny funny,0
i need your help help here here,1
could you lower the volume volume,1
switch switch off the lights in the the kitchen,1
tell me a joke joke,1
are you listening listening,1
translate translate this uh to spanish spanish,1
i i am going going to the store now,0
switch off off the lights in the kitchen,1
do do you want to join us later,0
that's what she said said,0
what are you doing like this weekend weekend,0
what can you do,1
hey robot what is the time,1
that's that's what she said,0
this reminds me of something something something funny,0
this reminds me of something funny,0
start start the fan now,1
tell me a um joke,1
stop stop um the music music,1
i really love um love this weather weather,0
i was was was telling you about the plan,0
okay see you around around,0
what can can you do do,1
start the fan fan now,1
remind me to call call mom,1
it’s been a a long day,0
can you explain that again again,1
it’s great talking to you,0
she said you were late,0
i i need your your help here,1
set an an alarm um for 7 7 am,1
help me with the directions,1
you know it was raining raining yesterday,0
i need need your help here,1
could you please please repeat repeat that that,1
switch um switch off off the the lights lights in the kitchen,1
stop the music music,1
good morning morning everyone,0
what what can can you you do,1
open open the the window for me,1
